id,faq_topic_id,question,seo_name,answer,alternate_words,is_top_faq,sort,activate,deactivate,is_active,published,sequence
685,188,If I change phones^ will my Cricket Mobile Email transfer to my new phone?,If-I-change-phones-will-my-Cricket-Mobile-Email-transfer-to-my-new-phone,Yes^ if you move to a Mobile Email eligible phone^ your Cricket Mobile Email service will transfer to your new phone.&nbsp; You will need to download the application onto your new phone if it is not pre-loaded.To delete an email account from your old phone^ do the following: 1.&nbsp;&nbsp;&nbsp; While in Mobile Email2.&nbsp;&nbsp;&nbsp; Select the Account3.&nbsp;&nbsp;&nbsp; Select Options4.&nbsp;&nbsp;&nbsp; Select Delete Account,mobile email^ mobile e-mail^ e-mail^ email^ changing phones,0,910,4/17/09 0:00,7/31/11 0:00,1,5/19/11 10:20,13
686,188,Which email service provider portals does Cricket Mobile Email currently support?,Which-email-service-provider-portals-does-Cricket-Mobile-Email-currently-support,Cricket Mobile Email currently supports Yahoo! Mail^ Google (Gmail)^ AOL^ MSN and other ISP&rsquo;s.&nbsp; Other email service provider portals will be added soon^ so check back often!,mobile email^ mobile e-mail^ e-mail^ email,0,912,4/17/09 0:00,6/29/11 0:00,1,5/19/11 10:22,14
687,188,What is the difference between the IMAP and POP3 experiences with Cricket Mobile Email?,What-is-the-difference-between-the-IMAP-and-POP3-experiences-with-Cricket-Mobile-Email,The IMAP experience is preferred^ allowing you to easily send^ receive and store messages from your mobile phone with similar functionality as that from your PC.&nbsp; The POP3 experience is limited with less functionality.,mobile email^ mobile e-mail^ e-mail^ email,0,911,4/17/09 0:00,6/29/11 0:00,1,5/19/11 10:20,15
688,188,I am having trouble logging in to my Cricket Mobile Email service. What do I do?,I-am-having-trouble-logging-in-to-my-Cricket-Mobile-Email-service-What-do-I-do,If you are receiving a failed login error^ check that user ID and password appear correctly in the log-in screen. Passwords are case-sensitive.&nbsp; Special characters like the $ symbol may require you to reference your phone manual on how to enter. If you have forgotten your user ID or password to your email account^ you will need to contact your email service provider directly.,mobile email^ mobile e-mail^ e-mail^ email,0,909,4/17/09 0:00,7/31/11 0:00,1,5/19/11 10:19,16
690,188,How do I delete my accounts from Mobile Email?,How-do-I-delete-my-accounts-from-Mobile-Email,While in Mobile Email...<ol><li>Select the Account </li><li>Select Options </li><li>Select Delete Account </li></ol>,mobile email^ mobile e-mail^ e-mail^ email,0,906,4/17/09 0:00,7/31/11 0:00,1,5/19/11 10:17,18
713,174,How does Cricket PAYGo work?,How-does-Cricket-PAYGo-work,Cricket PAYGo is a prepaid product. You purchase service in advance by <a href="http://www.mycricket.com/paygo/topup">adding funds to your account</a>. As you use your service^ you&rsquo;ll decrease the funds in your account. Just top-up when you start to run low to keep using your Cricket PAYGo service.With Cricket PAYGo monthly plans^ you decide which plan has the best unlimited features and the right number of included minutes for you. &nbsp;&nbsp;Whatever plan you select^ when you pay your access fee^ you&rsquo;ll have access to all the features included with your plan^ as well as other services and features for an additional charge. See&nbsp; <a href="http://www.mycricket.com/support/faq/How-do-Cricket-PAYGo-monthly-plans-work">How do Cricket PAYGo monthly plans work?</a> or <a href="http://www.mycricket.com/support/faq/How-do-Cricket-PAYGo-Muve-Music-plans-work">How do Cricket PAYGo Muve Music plans work?</a> for more information.You will never be charged for things outside of your control (like receiving a text message or letting an incoming call go to voicemail)^ for managing your account (for example^ calling Customer Care or *PAY)^ or certain other services (like calling 911 or browsing the Cricket storefront).To help you keep your service uninterrupted^ PAYGo customers on a monthly plan can enroll in <a title="Auto top up" href="http://www.mycricket.com/support/faq/What-is-Cricket-PAYGo-Auto-Top-Up">Auto Top-Up</a>&nbsp;.&nbsp; If you aren&rsquo;t enrolled in Auto Top-Up^ we&rsquo;ll remind you to top-up when your account balance is $5 or less or if your account has five days or fewer to expiration. If you cross one of these thresholds^ we&rsquo;ll send you a text message^ and we&rsquo;ll remind you each time you place a call (you&rsquo;ll have the option to continue to your call or connect to *PAY to top-up). If you don&rsquo;t have enough funds in your account to pay for a service^ we&rsquo;ll let you know. You&rsquo;ll need to top-up before you can use that service.,pay as you go^ prepaid^ pay in advance^ tracfone^ topup^ top up^ pay go^ paygo&nbsp;&nbsp;,0,579,8/21/11 0:00,NULL,1,9/19/12 12:34,2
714,174,Who can I call?,Who-can-I-call,Cricket PAYGo offers UNLIMITED communication to anyone^ on any network^ at any time in the US. Unlike other services^ we don&rsquo;t limit your unlimited calling to a few of your friends or family^ our customers^ or specific times of the day or week. With us^ you&rsquo;re always UNLIMITED!,pay as you go^ prepaid^ pay in advance^ tracfone^ topup^ top up^ pay go^paygo,0,594,4/22/09 0:00,8/21/11 0:00,1,8/21/11 12:52,3
715,174,Where can I use my Cricket PAYGo service?,Where-can-I-use-my-Cricket-PAYGo-service,You can use your Cricket PAYGo service all across the US! With nationwide Cricket PAYGo plans you can now talk and text across the US and Puerto Rico. &nbsp;Cricket PAYGo Plans offer great coverage^ c<a title="click here to see the coverage areas for these plans" href="http://www.mycricket.com/coverage/maps/wireless">lick here to see the coverage areas for these plans</a>. Based on the coverage provided with your service plan^ if you are in a Cricket roaming coverage area^ you&rsquo;ll see a roaming indicator on your phone and we'll play a message before connecting your call. Roaming rates will apply (25&cent; per minute) and not all features on all phones are available while roaming.,pay as you go^ prepaid^ pay in advance^ tracfone^ topup^ top up^ pay go^ paygo^ paygo coverage^ pay go coverage^,0,578,8/19/12 0:00,NULL,1,8/16/12 8:00,4
716,174,What are the terms and conditions for Cricket PAYGo service?,What-are-the-terms-and-conditions-for-Cricket-PAYGo-service,Please click <a href="../../support/terms-and-conditions">here</a> to read the complete terms and conditions of service.,pay as you go^ prepaid^ pay in advance^ tracfone^ topup^ top up^ pay go^ terms^ terms &amp; conditions^ terms and conditions,0,591,4/22/09 0:00,NULL,1,11/2/09 14:27,9
717,175,Where can I go to buy a Cricket PAYGo phone?,Where-can-I-go-to-buy-a-Cricket-PAYGo-phone,Phones for Cricket PAYGo are available at Wal-Mart^ Best Buy^ Target^ Dollar General^ select other retailers^ and Cricket locations. <a href="http://account.mycricket.com/cricketlocations">Click here</a> for a complete list of locations in your area.,pay as you go^ prepaid^ pay in advance^ tracfone^ topup^ top up^ pay go^ paygo,0,857,4/22/09 0:00,NULL,1,11/2/09 14:35,2
718,176,What happens if I run out of funds during a call that is charged per minute?,What-happens-if-I-run-out-of-funds-during-a-call-that-is-charged-per-minute,Your call will be interrupted when we are unable to charge your account for the next whole minute. We&rsquo;ll play a message explaining why your call was interrupted and give you the option to connect to *PAY. Just top-up and then redial your call.,pay as you go^ prepaid^ pay in advance^ tracfone^ topup^ top up^ pay go^ paygo,0,1095,9/25/08 0:00,NULL,1,12/16/09 14:44,22
719,177,What happens when I reach my account expiration date?,What-happens-when-I-reach-my-account-expiration-date,If you reach your expiration date before you top-up^ your account will expire. Any balance remaining on your account will be forfeited. You won&rsquo;t be able make or receive calls^ send text or pix^ or access paid portions of the mobile web until you top-up. You&rsquo;ll still be able to dial *611 or 1-800-CRICKET^ top-up your account^ and dial 911 for emergency services. If you don&rsquo;t top-up within 60 days^ your account will be canceled and you will lose your phone number.,pay as you go^ prepaid^ pay in advance^ tracfone^ topup^ top up^ pay go^ paygo,0,1037,9/25/08 0:00,NULL,1,11/2/09 15:59,9
720,178,What is top-up?,What-is-topup,Topping-up is how you pay. When you top-up^ you're adding funds to&nbsp;your account - you can&nbsp;add funds with a&nbsp;PIN^ or you can&nbsp;add funds&nbsp;directly to your account.&nbsp;As you use your service^ your account balance will be decreased. If you don&rsquo;t top-up before you use your funds^ you may not have funds available when you want to use service. If you don&rsquo;t top-up before your account expiration date^ your account will expire and you&rsquo;ll lose any funds still in your account. You have 60 days to top-up after account expiration^ or your account will be canceled and you&rsquo;ll lose your phone number. Remember &ndash; it&rsquo;s important to top-up!,pay as you go^ prepaid^ pay in advance^ tracfone^ topup^ top up^ pay go^ paygo,0,1040,9/25/08 0:00,NULL,1,3/16/10 16:00,1
721,178,How do I top-up my Cricket PAYGo account?,How-do-I-topup-my-Cricket-PAYGo-account,There are three ways to top-up your account &ndash; by first purchasing a PIN and then redeeming the PIN to your account^ by adding funds directly to your account or^ if you have a PAYGo monthly plan^ by enrolling in PAYGo Auto Top-Up. To add funds with a PIN^ you must call the number on the card or receipt and enter the PIN before you can use the funds. When you add funds to your account directly^ you don&rsquo;t need to redeem a PIN^ and you can use the funds right away (in some cases^ it may take up to 15 minutes for the funds to post to your account).&nbsp; When you are enrolled in Auto Top-Up^ your account will be automatically topped-up each month on the last day of your monthly service period.<strong>Add Funds With a PIN</strong>You can buy top-up cards and PINs at many Cricket PAYGo locations. Top-up cards and PINs are available in values ranging from $10 to $45^ depending on retailer and region. Depending on the Cricket PAYGo location^ you can pay with cash^ check^ credit card^ or debit card. Use our <a href="http://account.mycricket.com/cricketlocations">store locator</a> to find a Cricket PAYGo location near you.If you have a top-up card or PIN already^ follow the instructions on the card or receipt to add the funds to your account. If you are having trouble^ please contact Customer&nbsp;Care at 1-800-CRICKET so we can help you.<strong>Add Funds Directly to Your Account</strong>At some locations^ you can add funds directly to you account without purchasing a PIN first. This is a great way to add funds to your account because it is flexible and convenient &ndash; you can top-up your account with amounts as little as $1 and as much as $300^ and there&rsquo;s no extra phone call to make to redeem a PIN. Depending on the Cricket PAYGo location^ you can pay with cash^ check^ credit card^ or debit card.Topping-up your account is always easy from your phone. &nbsp;go to My Account via the mobile web or tap on the My Account icon (looks like a money bag) on your phone's home screen and click "Top-Up".You can also use *PAY (*729) to top-up with your credit card. Just dial *PAY or call Customer&nbsp;Care to top-up in amounts as little as $1 or use our <a href="http://account.mycricket.com/cricketlocations">store locator</a> to find a Cricket PAYGo location near you.<strong>Add Funds with Auto Top-Up</strong>If you have a PAYGo monthly plan^ you can enroll in our PAYGo Auto Top-Up program which provides reassurance that your service will always be paid for in advance^ and your service will remain uninterrupted.&nbsp; Your account will be topped-up automatically each month^ on your service period end-date^ for your next service period.&nbsp; No action will be required of you once you are enrolled in PAYGo Auto Top-Up.,pay as you go^ prepaid^ pay in advance^ tracfone^ topup^ top up^ pay go^ paygo,0,1041,7/30/12 0:00,NULL,1,7/26/12 14:25,2
731,89,What is a short code?,What-is-a-short-code,<div style="MARGIN: 0in 0in 0pt">A short code is a number to which an SMS or text message can be sent. A short code is fewer digits than a 10-digit telephone number^ usually 5-6 digits. For example^ a short code could be 54321.&nbsp; <span style="FONT-SIZE: 11pt; COLOR: black"></span></div>,short code^ short-code^ text code^ text message purchase^ text message purchases^ text messaging purchse^ text messaging purchases^ SMS purchases^ SMS purchase^,0,1235,5/13/09 0:00,NULL,1,9/28/09 17:05,12
733,89,What can I do on my phone with a short code?,What-can-I-do-on-my-phone-with-a-short-code,A short code allows you to send text messages to mobile campaigns.&nbsp; Mobile campaigns include activities such as voting^ polling^ games^ contests^ coupons^ mobile payments^ mobile content and a variety of other exciting interactive applications.&nbsp; Some of these campaigns require payment to participate.&nbsp; Most are &lsquo;standard rate&rsquo; and can be used with just text messaging service.,short-code^ short code^ text code^ text message purchase^ text message purchases^ text messaging purchse^ text messaging purchases^ SMS purchases^ SMS purchase^,0,1246,5/13/09 0:00,NULL,1,9/28/09 17:05,13
